id,title,body,created_at,tag
79646434,How to send aggregated jacoco coverage report to coveralls?,"I am generating an aggregated jacococ coverage report in a Maven module project like below <build>
        <plugins>
            <plugin>
                <groupId>org.jacoco</groupId>
                <artifactId>jacoco-maven-plugin</artifactId>
                <executions>
                    <execution>
                        <phase>verify</phase>
                        <goals>
                            <goal>report-aggregate</goal>
                        </goals>
                        <configuration>
                            <dataFileIncludes>
                                <dataFileInclude>**/jacoco.exec</dataFileInclude>
                            </dataFileIncludes>
                            <outputDirectory>${project.reporting.outputDirectory}/jacoco-aggregate</outputDirectory>
                            <excludes>
                                <exclude>*$$anonfun$*</exclude>
                                <exclude>*$lambda$*</exclude>
                                <exclude>*$anon$*</exclude>
                                <exclude>*.access$*</exclude>
                            </excludes>
                        </configuration>
                    </execution>
                </executions>
            </plugin>
        </plugins>
    </build> My github workflow to send report to coveralls is like below name: Java CI with Maven

on:
  pull_request_target:
    types: [labeled]

jobs:
  build:
    if: github.event.action != 'labeled' || contains(github.event.pull_request.labels.*.name, 'RunTests')
    runs-on: ubuntu-latest

    steps:
    - uses: actions/checkout@v3
      with:
        fetch-depth: 0

    - name: Set up JDK 11
      uses: actions/setup-java@v3
      with:
        java-version: '11'
        distribution: 'temurin'
        cache: maven

    - name: Build with Maven
      run: mvn -B verify

    - name: Display JaCoCo Report Content
      run: cat coverage/target/site/jacoco-aggregate/jacoco.xml

    - name: Upload to Coveralls
      uses: coverallsapp/github-action@v2
      with:
        github-token: ${{ secrets.GITHUB_TOKEN }}
        file: coverage/target/site/jacoco-aggregate/jacoco.xml
        format: jacoco
      env:
        COVERALLS_REPO_TOKEN: ${{ secrets.COVERALLS_REPO_TOKEN }} I am observing that Unit test is running fine and jacocco.xml is also generated fine. But on trying to send the report to coveralls it is giving the below error 📄 Using coverage file: coverage/target/site/jacoco-aggregate/jacoco.xml
🚨 Nothing to report
Error: Process completed with exit code 1. I have placed a sample project reproducing the problem here . The detailed execution log from the sample project can be viewed here . Can someone let me know what is going wrong?",2025-05-31,github-actions
79644041,"Getting Error: Deployment Failed, Error: Failed to get app runtime OS when deploying the Azure Web App","I was trying to deploy an updated tag into my Azure App service I kept getting the error Error: Deployment Failed, Error: Failed to get app runtime OS And I was checking all the solutions that were suggesting and
verifying the configurations in Azure Web App, Dockerfile, Github
Workflow file There were no any issue related to those configuration
files",2025-05-29,github-actions
79642456,Swift MeasurementFormatter Ignores Custom Locale on CI (GitHub Actions) but Works Locally — Always Uses Period Instead of Comma as Decimal Separator,"I've created the following class that's a custom formatter supporting formatting both attributed and standard strings: import Foundation
import SwiftUI

/// A formatter that converts a distance value (in meters) into a localized, styled `AttributedString`.
///
/// This formatter:
/// - Automatically switches between metric (km) and imperial (mi) based on the user's locale.
/// - Applies custom fonts and colors to the numeric value and unit label separately.
/// - Uses increased precision for shorter distances (< 200 km or mi).
final class AttributedDistanceFormatter {
  private let style: AttributedFormatterStyle
  let locale: Locale

  init(style: AttributedFormatterStyle, locale: Locale = .current) {
    self.style = style
    self.locale = locale
  }

  /// Formatter for distances ≥ 200 km/mi (shows up to 1 decimal place).
  private lazy var measurementFormatter: MeasurementFormatter = {
    let formatter = MeasurementFormatter()
    formatter.locale = locale
    formatter.unitOptions = .providedUnit
    formatter.unitStyle = .medium

    let numberFormatter = NumberFormatter()
    numberFormatter.minimumFractionDigits = 0
    numberFormatter.maximumFractionDigits = 1
    formatter.numberFormatter = numberFormatter

    return formatter
  }()

  /// Formatter for distances < 200 km/mi (shows up to 2 decimal places).
  private lazy var shortMeasurementFormatter: MeasurementFormatter = {
    let formatter = MeasurementFormatter()
    formatter.locale = locale
    formatter.unitOptions = .providedUnit
    formatter.unitStyle = .medium

    let numberFormatter = NumberFormatter()
    numberFormatter.minimumFractionDigits = 0
    numberFormatter.maximumFractionDigits = 2
    formatter.numberFormatter = numberFormatter

    return formatter
  }()

  /// Converts a distance (in meters) into a localized and styled `AttributedString`.
  ///
  /// - Parameter distance: The distance in meters.
  /// - Returns: A styled string like “3.2 km” or “0.75 mi”.
  func attributedString(from distance: Double) -> AttributedString {
    let formatted = formattedDistanceString(from: distance)
    let components = formatted.split(separator: "" "", maxSplits: 1).map(
      String.init)

    guard components.count == 2 else {
      // Fallback: apply value style to the entire string if format fails
      return attributedValueString(formatted)
    }

    let number = components[0]
    let unit = components[1]

    var result = AttributedString()
    result += attributedValueString(number)
    result += attributedUnitLabel("" \(unit)"")
    return result
  }

  /// Converts a distance (in meters) into a plain localized string (e.g., ""1.8 mi"").
  func string(from distance: Double) -> String {
    formattedDistanceString(from: distance)
  }

  /// Internal: Computes the raw distance string using appropriate precision based on value.
  func formattedDistanceString(from distance: Double) -> String {
    let measurement = Measurement(value: distance, unit: UnitLength.meters)
    let usesMetric = locale.measurementSystem == .metric
    let unit = usesMetric ? UnitLength.kilometers : UnitLength.miles
    let converted = measurement.converted(to: unit)

    return (converted.value < 200)
      ? shortMeasurementFormatter.string(from: converted)
      : measurementFormatter.string(from: converted)
  }

  /// Applies the value font/color style to the numeric part of the distance.
  private func attributedValueString(_ string: String) -> AttributedString {
    var attributed = AttributedString(string)
    attributed.font = style.valueFont
    attributed.foregroundColor = style.valueColor
    return attributed
  }

  /// Applies the label font/color style to the unit part of the distance.
  private func attributedUnitLabel(_ string: String) -> AttributedString {
    var attributed = AttributedString(string)
    attributed.font = style.labelFont
    attributed.foregroundColor = style.labelColor
    return attributed
  }
}


struct AttributedFormatterStyle {
  
  /// The color to apply to the numeric value part of the formatted string.
  let valueColor: Color
  
  /// The font to apply to the numeric value part of the formatted string.
  let valueFont: Font
  
  /// The color to apply to the unit label part of the formatted string.
  let labelColor: Color
  
  /// The font to apply to the unit label part of the formatted string.
  let labelFont: Font
  
  /// Initializes a new style configuration for an attributed formatter.
  ///
  /// - Parameters:
  ///   - valueColor: The color to use for value text.
  ///   - valueFont: The font to use for value text.
  ///   - labelColor: The color to use for label text.
  ///   - labelFont: The font to use for label text.
  init(
    valueColor: Color,
    valueFont: Font,
    labelColor: Color,
    labelFont: Font
  ) {
    self.valueColor = valueColor
    self.valueFont = valueFont
    self.labelColor = labelColor
    self.labelFont = labelFont
  }
} The formatter is localized, so that it respects the user's preference for decimal, thousands separators, metric or imperial measurement system and others. To test this behavior I've created the following test: import SwiftUI
import XCTest

@testable import App

final class AttributedDistanceFormatterTests: XCTestCase {

  let style = AttributedFormatterStyle(
    valueColor: .red,
    valueFont: .system(size: 10, weight: .bold),
    labelColor: .blue,
    labelFont: .system(size: 8, weight: .light)
  )

  private func decimalDigitsCount(in string: String) -> Int {
    // Normalize non-breaking space
    let normalized = string.replacingOccurrences(of: ""\u{00a0}"", with: "" "")

    guard
      let numberPart = normalized.split(separator: "" "").first,
      let separatorIndex = numberPart.firstIndex(where: { $0 == ""."" || $0 == "","" })
    else {
      return 0
    }

    return numberPart.distance(from: separatorIndex, to: numberPart.endIndex) - 1
  }

  func testMetricLocaleShortDistanceUsesTwoDecimalPlacesAndKmForFrenchLocale() {
    let formatter = AttributedDistanceFormatter(
      style: style, locale: Locale(identifier: ""fr_FR""))

    let distanceMeters = 1234.56  // ~1.23456 km < 200

    let string = formatter.string(from: distanceMeters)

    let trimmedString = string.trimmingCharacters(in: .whitespacesAndNewlines)
    XCTAssertTrue(
      trimmedString.contains(""km""),
      ""Expected suffix 'km' in: \(trimmedString)""
    )
    XCTAssertTrue(
      trimmedString.contains("",""),
      ""Expected comma as decimal separator in: \(trimmedString)"" // French uses comma
    )

    XCTAssertLessThanOrEqual(decimalDigitsCount(in: string), 2)

    let attributed = formatter.attributedString(from: distanceMeters)
    XCTAssertEqual(attributed.runs.count, 2)

    let runs = attributed.runs
    let firstRun = runs[runs.startIndex]
    XCTAssertEqual(firstRun.foregroundColor, style.valueColor)
    XCTAssertEqual(firstRun.font, style.valueFont)

    let secondRunIndex = runs.index(after: runs.startIndex)
    let secondRun = runs[secondRunIndex]
    XCTAssertEqual(secondRun.foregroundColor, style.labelColor)
    XCTAssertEqual(secondRun.font, style.labelFont)
  }
} This test is executing perfectly on my machine locally.
However, when I push this test to GitHub, their CI is failing in a very weird way: error: -[tests.AttributedDistanceFormatterTests testMetricLocaleShortDistanceUsesTwoDecimalPlacesAndKmForFrenchLocale] : XCTAssertTrue failed - Expected comma as decimal separator in: 1.23 km
Test Case '-[tests.AttributedDistanceFormatterTests testMetricLocaleShortDistanceUsesTwoDecimalPlacesAndKmForFrenchLocale]' failed (0.383 seconds).
Test Suite 'AttributedDistanceFormatterTests' failed at 2025-05-28 14:25:50.175. Yet, when I check the locale in that runner, I get the following: 🟢 Test Locale Info (fr_FR):
   • Identifier: fr_FR
   • Decimal Separator: ','
   • Grouping Separator: ' '
   • Measurement System: metric
   • Region Identifier: FR
   • Language Code: fr So we have the following situation: The locale is correct, the separator is correct. Yet, the decimal separator in practice is not comma but ""."", i.e. period. Why could this happen? Why does it work on my machine? I've noticed this on my machine as well: This is the output of the current locale: 🟡 Current Locale Info:
   • Identifier: en_US@rg=fizzzz
   • Decimal Separator: ','
   • Grouping Separator: ' '
   • Measurement System: metric
   • Region Identifier: FI
   • Language Code: en And on the GitHub: 🟡 Current Locale Info:
   • Identifier: en_US
   • Decimal Separator: '.'
   • Grouping Separator: ','
   • Measurement System: ussystem
   • Region Identifier: US
   • Language Code: en My assumption is that the locale set in the test is not actually used and a default locale is used. Since on my machine, the decimal separator is "","", i.e. comma, the test passes and on GitHub's it's the period and this break the test. No matter what locale I'm using, it's always the period that's used on GitHub. Questions: Why this behavior is happening? and is there any way to fix this? What is this weird locale: en_US@rg=fizzzz on my machine? This is the code I'm using to print out the locale in the test (just insert in the test): let currentLocale = Locale.current
    let testLocale = Locale(identifier: ""fr_FR"")

    // Print system current locale info
    print(""🟡 Current Locale Info:"")
    print(""   • Identifier: \(currentLocale.identifier)"")
    print(""   • Decimal Separator: '\(currentLocale.decimalSeparator ?? ""nil"")'"")
    print(""   • Grouping Separator: '\(currentLocale.groupingSeparator ?? ""nil"")'"")
    print(""   • Measurement System: \(currentLocale.measurementSystem)"")
    print(""   • Region Identifier: \(currentLocale.region?.identifier ?? ""nil"")"")
    print(""   • Language Code: \(currentLocale.language.languageCode?.identifier ?? ""nil"")"")

    // Print test locale info
    print(""\n🟢 Test Locale Info (fr_FR):"")
    print(""   • Identifier: \(testLocale.identifier)"")
    print(""   • Decimal Separator: '\(testLocale.decimalSeparator ?? ""nil"")'"")
    print(""   • Grouping Separator: '\(testLocale.groupingSeparator ?? ""nil"")'"")
    print(""   • Measurement System: \(testLocale.measurementSystem)"")
    print(""   • Region Identifier: \(testLocale.region?.identifier ?? ""nil"")"")
    print(""   • Language Code: \(testLocale.language.languageCode?.identifier ?? ""nil"")"")

    // Print all available locales (no trimming)
    let availableLocales = Locale.availableIdentifiers.sorted()
    print(""\n📦 Available Locales (\(availableLocales.count)):"")
    for localeID in availableLocales {
        print(""   • \(localeID)"")
    }",2025-05-28,github-actions
79641011,Custom variables try to be created even if they exist using GItHub Action of deploy-trustframework-policy,"The error returned was 409/Request_MultipleObjectsWithSameKeyValue: An extension property exists with the name I am using this in my GitHub Action - uses: azure-ad-b2c/deploy-trustframework-policy@v5
    with:
       folder: ""./build""
       files: ""policy files""
       tenant: ${{ env.tenant }}
       clientId: ${{ env.clientId }}
       clientSecret: ${{ secrets.MySecret }} I tried removing the custom attributes, and the policies will deploy the first time. If I try to deploy it again, I get the error of deploying the Request_MultipleObjectsWithSameKeyValue.",2025-05-27,github-actions
79639680,GitHub Action: dotnet build does not create EXE file with &quot;.exe&quot; file extension,"I'm using a GitHub Action file suggested by GitHub for building a Windows .NET WPF application: name: .NET Build

on:
  push:
    branches: [ ""main"" ]
  pull_request:
    branches: [ ""main"" ]

jobs:
  build:

    runs-on: ubuntu-latest

    steps:
    - name: Checking out repository
      uses: actions/checkout@v4
  
    - name: .NET setup
      uses: actions/setup-dotnet@v4
      with:
        dotnet-version: 9

    - name: Build
      run: dotnet build --configuration Release

    - name: Uploading artifacts
      uses: actions/upload-artifact@v4
      with:
        name: AxDa.XamlDocConverter Testing Tool
        path: TextConverterTest/bin/Release/net9.0-windows/
        overwrite: true
        if-no-files-found: error When this action runs, the WPF EXE file to be built is written without the .exe file extension. How can this be solved?",2025-05-27,github-actions
79637373,500 Internal Server Error when deploying Next.js app with Clerk to Azure Web App,"I'm deploying a Next.js application that uses Clerk for authentication to Azure Web App (Linux). The deployment completes successfully, but when I try to access the site in the browser, I get the following error: GET https://azurexxxxxx.azurewebsites.net/ 500 (Internal Server Error) The app works perfectly in local development. I'm using the app directory (App Router) structure in Next.js. The project is deployed through GitHub Actions. I’m using Node.js 20 as the runtime. I’ve checked the Azure App Service logs, but they don’t give much insight — just a generic 500 error. github yml file: name: Build and deploy Node.js app to Azure Web App - 
on:
  push:
    branches:
      - main
  workflow_dispatch:
jobs:
  build:
    runs-on: ubuntu-latest
    permissions:
      contents: read 
    steps:
      - uses: actions/checkout@v4
      - name: Set up Node.js version
        uses: actions/setup-node@v3
        with:
          node-version: '20.x'
      - name: npm install, build, and test
        run: |
          npm install
          npm run build --if-present
          npm run test --if-present
      - name: Zip artifact for deployment
        run: zip release.zip ./* .next -qr
      - name: Upload artifact for deployment job
        uses: actions/upload-artifact@v4
        with:
          name: node-app
          path: release.zip
  deploy:
    runs-on: ubuntu-latest
    needs: build
    environment:
      name: 'Production'
      url: ${{ steps.deploy-to-webapp.outputs.webapp-url }}
    permissions:
      id-token: write 
      contents: read 
    steps:
      - name: Download artifact from build job
        uses: actions/download-artifact@v4
        with:
          name: node-app
      - name: Unzip artifact for deployment
        run: unzip release.zip
      - name: Login to Azure
        uses: azure/login@v2
        with:
          client-id: ${{ secrets.AZUREAPPSERVICE_CLIENTID }}
          tenant-id: ${{ secrets.AZUREAPPSERVICE_TENANTID }}
          subscription-id: ${{ secrets.AZUREAPPSERVICE_SUBSCRIPTIONID }}
      - name: 'Deploy to Azure Web App'
        id: deploy-to-webapp
        uses: azure/webapps-deploy@v3
        with:
          app-name: 'appname'
          slot-name: 'Production'
          package: . What could be causing the 500 Internal Server Error on Azure Web App when deploying a Next.js app using Clerk, and how can I debug this further?",2025-05-25,github-actions
79634417,Invalid value workflow reference: no version specified for Github Actions,"I am calling a reusable workflow from my repository. Both repositories are private and under the same organization. I am passing @main as the ref for the reusable workflow, and the file is present under the main branch in that repository. Still, GitHub throws the error: ""Invalid value workflow reference: no version specified"" for GitHub Actions. Calling workflow - name: dev-mule-app-deployment-pipeline
run-name: ${{ github.actor }} ran pipeline for Mulesoft application deployment to development
on:
    push:
        branches:
            - main
        paths-ignore:
            - "".github/**""
    workflow_dispatch:

jobs:
    call-common-pipeline:
        uses: <org-name>/<repo-name>/.github/workflows/rM_muleAppDeploy.yml@main
        with:
            DEPLOYMENT_PROPERTIES_PATH: "".github/deployment.properties""
            TARGET_ENVIRONMENT: ""development""
        secrets: inherit This is the reusable workflow's workflow_dispatch trigger, located in the same <org-name> under the repository <repo-name>. The entire breadcrumb location is correct. name: build-mule-deploy-pipeline
run-name: ${{github.actor}} started pipeline for deployment of mule application.

on:
    workflow_call:
        inputs:
            DEPLOYMENT_PROPERTIES_PATH:
                required: true
                type: string
            TARGET_ENVIRONMENT:
                required: true
                type: string

jobs:
    setup-settings:
.
.
. What could be the reason for this error, I have checked the permission to allow reusable workflow within the org, that is enabled. What else can be the reason? I tried providing the commit hash instead of @main .",2025-05-22,github-actions
79633383,Issue with Path in Github Actions using Python,"I have a github actions workflow where I run many different files, for which I append to the PYTHONPATH all the paths I need for the scripts to work. To do so, I created another program called workflow_import.py in the same directory as my main scripts where I simply add a function of this sort: def load_modules():
    if 'SOURCES_PATH' in os.environ:
        print('SOURCES_PATH') # debug line
        sources_path_list = eval(os.environ['SOURCES_PATH'])
        sys.path.extend(sources_path_list) I add this function to each of my scripts as in from workflow_import import load_modules Herein, I work with a environment variable called 'SOURCES_PATH' (aka. variables.SOURCES_PATH, don't know if saving it as a secret is more convenient) storing all the modules' location. Running the main script doesn't invoke any ModuleNotFindError . However, one of my scripts generates a new subfolder called \ref , and since it most certainly changes to that directory all of the subsequent scripts fail to find workflow_import.py or any other module from load_modules() . I thought this was due to the sys.path() changing once \ref is created, but I don't know how to make it so it stays consistent within the workflow. As an example, I run the scripts in this manner: - name: Library Test
      shell: powershell
      run: |
        & $env:PYTHON_ENV_PATH ./libraries/library/tests/generate_reffiles.py Where PYTHON_ENV_PATH is another secret containing the python.exe path of my desired environment. Edit: An example of SOURCES_PATH : [
'C:\\actions-runner\\_work\\repo\\module1', 
'C:\\actions-runner\\_work\\repo\\module2', 
...
] Update I think I managed to solve the issue. In my case, as I was working with a conda-environment I had to activate first the environment and then update the PYTHONPATH with: ""PYTHONPATH=${env:SOURCES_PATH}"" >> $env:RUNNER_ENV However, as I run a cmd routine containing a python script each time, there is another solution consisting in prepending sys.path.extend(sources_path_list) , in a way like PyCharm does it.",2025-05-22,github-actions
79633218,Editing CI build environment set up by checking out Github workflow,"I am trying to use a Github Workflow to build an Android app, but it requires a nonstandard development environment. Specifically, I need to use a file from https://github.com/Reginer/aosp-android-jar . If I were doing this development manually, I would install Android Studio SDK on my PC, go through its resource files, and replace ""android.jar"" with the one I downloaded from that repo. I tried to replicate these steps in a Workflow, but frankly I'm not very familiar with any of this and don't know if what I'm attempting is even possible. This is my (nonfunctional) workflow: name: Android CI

on: [workflow_dispatch]

jobs:
  build:

    runs-on: ubuntu-latest

    steps:
    - uses: actions/checkout@v4
    - name: set up JDK 17
      uses: actions/setup-java@v4
      with:
        java-version: '17'
        distribution: 'temurin'
        cache: gradle

    - name: Setup Gradle to generate and submit dependency graphs
      uses: gradle/actions/setup-gradle@v4
      with:
        dependency-graph: generate-and-submit

    - name: Grant execute permission for gradlew
      run: chmod +x gradlew

    - name: Replace jar
      shell: bash
      run: |
        pwd >> $GITHUB_STEP_SUMMARY
        odir=$(pwd)
        fpath=$(find . -type f -name 'android.jar')
        echo $fpath >> $GITHUB_STEP_SUMMARY
        cd ${fpath%/*}/
        ls >> $GITHUB_STEP_SUMMARY
        rm android.jar
        curl -o https://github.com/Reginer/aosp-android-jar/raw/refs/heads/main/android-35/android.jar
        cd $odir
      
    - name: Build with Gradle
      run: ./gradlew build
      
    - name: Upload build reports
      uses: actions/upload-artifact@v4
      if: always()
      with:
        name: build-reports
        path: build/reports/",2025-05-22,github-actions
79631540,Getting error in build step of GitHub Actions while deploying a Node.js application to Azure: No such file or directory,"I'm trying to deploy my Node.js application to Azure web app instance.  Here are the web app details: Operating System : Linux Runtime stack : Node-20-LTS Here is my code structure on my local machine (VS Code): When I run the GitHub Actions workflow ( main_tictactoebharat.yml ) to deploy the Node application, I'm getting below error: Run npm install Error: An error occurred trying to start process
'/usr/bin/bash' with working directory
'/home/runner/work/rasik210/rasik210/tictactoe'. No such file or
directory Here is my workflow file: # Docs for the Azure Web Apps Deploy action: https://github.com/Azure/webapps-deploy
# More GitHub Actions for Azure: https://github.com/Azure/actions

name: Build and deploy Node.js app to Azure Web App - tictactoebharat

on:
  push:
    branches:
      - main
  workflow_dispatch:

jobs:
  build:
    runs-on: ubuntu-latest
    permissions:
      contents: read #This is required for actions/checkout

    steps:
      - uses: actions/checkout@v4

      - name: Set up Node.js version
        uses: actions/setup-node@v3
        with:
          node-version: '20.x'

      - name: npm install, build, and test
        run: |
          npm install
          npm run build --if-present
          npm run test --if-present
        working-directory: tictactoe

      - name: Zip artifact for deployment
        run: zip release.zip ./* -r

      - name: Upload artifact for deployment job
        uses: actions/upload-artifact@v4
        with:
          name: node-app
          path: release.zip

  deploy:
    runs-on: ubuntu-latest
    needs: build
    environment:
      name: 'Production'
      url: ${{ steps.deploy-to-webapp.outputs.webapp-url }}
    permissions:
      id-token: write #This is required for requesting the JWT
      contents: read #This is required for actions/checkout

    steps:
      - name: Download artifact from build job
        uses: actions/download-artifact@v4
        with:
          name: node-app

      - name: Unzip artifact for deployment
        run: unzip release.zip
      
      - name: Login to Azure
        uses: azure/login@v2
        with:
          client-id: ${{ secrets.AZUREAPPSERVICE_CLIENTID_2121E0E0CB924E5C844E27BC59D442D1 }}
          tenant-id: ${{ secrets.AZUREAPPSERVICE_TENANTID_BF9CF6B33E584B7E8CE618857E35D3E6 }}
          subscription-id: ${{ secrets.AZUREAPPSERVICE_SUBSCRIPTIONID_3605AC80CF28413D8D39C856EDB7158E }}

      - name: 'Deploy to Azure Web App'
        id: deploy-to-webapp
        uses: azure/webapps-deploy@v3
        with:
          app-name: 'tictactoebharat'
          slot-name: 'Production'
          package: . Update : After getting the suggestion from Naveen, I checked the folder structure of my GitHub repository. To my astonishment, the casing of folder name containing package.json file was different on my local machine when compared to GitHub repository. Folder name on my local machine: tictactoe Folder name in GitHub repository (Pascal case): TicTacToe For GitHub Linux based agents, these folder names are not same.",2025-05-21,github-actions
79629090,Github Action to deploy to Azure fails (no changes made) - &quot;Containerapp does not exist&quot;,"Our deployments have recently started failing with the following error, despite no changes made to Azure, GitHub, or the workflow file: ERROR: The containerapp 'sample-name' does not exist To troubleshoot, I added a step before this to confirm the container exists, which proves that it does (and the name has not changed): Run az containerapp show --name sample-name --resource-group primary-resourcegroup

***
  ""id"": ...,
  ""location"": ...,
  ""name"": ""sample-name"",
  ""properties"": 
    ...
    ""provisioningState"": ""Succeeded"",
    ""runningStatus"": ""Running""
    ...
  ...
  ""type"": ""Microsoft.App/containerApps""
*** Here is the relevant section of my workflow file: deploy:
    runs-on: ubuntu-latest
    needs: build

    steps:
      - name: Azure Login
        uses: azure/login@v1
        with:
          creds: ${{ secrets.AZURE_CREDENTIALS }}

      - name: Check if container app exists
        run: |
            az containerapp show --name sample-name --resource-group primary-resourcegroup

      - name: Deploy to containerapp
        uses: azure/CLI@v1
        with:
          azcliversion: 2.50.0
          inlineScript: |
            az config set extension.use_dynamic_install=yes_without_prompt
            az extension add --name containerapp --upgrade
            az containerapp registry set -n sample-name -g primary-resourcegroup --server xxx.azurecr.io --username  ${{ secrets.REGISTRY_USERNAME }} --password ${{ secrets.REGISTRY_PASSWORD }}
            az containerapp update -n sample-name --cpu 0.75 --memory 1.5Gi -g primary-resourcegroup --image xxx.azurecr.io/xxx:${{ github.sha }} I have tried stopping/starting the container app. I'm at a point where my last resort will be to delete it and recreate it, but this is a headache I'm trying to avoid given all of the settings and whatnot I'd have to transfer/recreate. Thank you.",2025-05-19,github-actions
79628886,Cannot find dependencies installed by `pipenv install`,"I'm trying to automate testing for my repo with GitHub Actions, using the following setup in test.yml : jobs:
  test:
    name: Run unit tests
    runs-on: ubuntu-latest
    timeout-minutes: 5
    strategy:
      matrix:
        python-version: ['3.11']
    steps:
      - uses: actions/checkout@v2
      - name: Setup Python
        uses: actions/setup-python@v2
        with:
          python-version: ${{ matrix.python-version }}
      - name: Install pipenv
        working-directory: ./my_project
        run: pip install pipenv
      - name: Run Tests
        working-directory: ./my_project
        run: |
          pipenv install
          pipenv run pytest But the pipenv run pytest step fails upon importing the first test file with ModuleNotFoundError . I confirmed that the right Pipfile.lock is being installed based on the hash that got logged and by logging out the installed packages with pipenv install --verbose . I'm wondering if I have to do something to direct to the right virtual environment in the pipenv run pytest step, as the pipenv install step logged the following: Successfully created virtual environment!
Virtualenv location: /home/runner/.local/share/virtualenvs/two_towers-YOW9APSG
To activate this project's virtualenv, run pipenv shell.
Alternatively, run a command inside the virtualenv with pipenv run. But I thought would've been taken care of by pipenv run . Why doesn't pipenv run pytest seem to be able to access the previously installed packages?",2025-05-19,github-actions
79626705,How to write to stdin of Node.js child process inside GitHub workflow runners,"I've got a simple Node.js script that executes an external command (in this case terraform apply ) using spawn like this: const spawnOptions = {
    shell: true,
    stdio: ['pipe', 'pipe', 'pipe'],
};

const childProcess = spawn('terraform', ['apply'], spawnOptions); And then it tries to read input from other channels and feeds it into the stdin of childProcess : // wait for the process to start!
childProcess.stdin.write('yes\n'); The script works just fine on local machine, but it doesn't work inside GitHub workflow runner (see the logs ). When the data gets written into the stdin, nothing happens, as in terraform doesn't receive the ""yes"" . I also tried different options for the stdin (like pipe vs inherit ) but no success. Also tried cork / uncork but it didn't work. What's the correct way of doing this in environments like GH workflow runners? The full source code is here . My objective is to have a simple manual approval step for applying terraform stacks, so passing -auto-approve is not option.",2025-05-17,github-actions
